#EventTime	EventOrigin_x	EventOrigin_y	EventDestination_x	EventDestination_y
1791.052094	33	36	31	47
1796.723157	31	47	32	90
1801.760768	32	90	39	81
1803.511009	39	81	40	61
1805.762798	40	61	43	16
1809.676144	43	16	35	37
1812.001231	35	37	50	77
1817.218816	50	77	64	65
1818.112169	64	65	70	65
1819.024738	30	35	29	40
1819.853321	29	40	37	36
1821.055113	37	36	36	4
1821.534799	63	64	64	96
1823.1808	64	96	78	92
1824.618425	22	8	16	0
1825.198333	78	92	84	100
1837.374864	84	100	68	94
1839.363638	68	94	50	77
1841.71626	50	77	56	45
1845.347224	56	45	61	49
1846.996207	61	49	67	68
1849.425576	67	68	95	84
1852.596329	95	84	100	100
1853.710781	0	0	5	16
1856.361541	15	55	28	64
1857.735545	28	64	43	83
1860.56364	43	83	55	88
1862.088982	55	88	65	83
1863.072772	65	83	64	84
1863.364528	35	17	36	16
1864.390335	36	16	44	13
1866.26227	56	87	50	70
1867.743586	50	70	64	51
1869.079474	64	51	74	55
1871.153387	74	55	0	0
1904.008242	100	100	56	4
1905.127807	44	96	34	97
1905.565886	56	4	66	3
1907.013852	34	97	32	96
1907.322202	66	3	68	4
1909.264839	32	96	34	97
1929.063603	60	43	57	78
1931.634054	57	78	71	93
1934.522936	71	93	64	80
1936.797123	64	80	63	78
1938.822708	63	78	80	98
1942.442629	80	98	58	82
1945.215991	58	82	50	53
1948.515535	50	53	40	54
1952.040514	40	54	44	19
1955.840534	44	19	57	0
1957.004615	43	100	43	94
1957.734967	57	0	57	6
1959.583078	43	94	43	100
1979.410626	33	31	59	65
1986.144447	59	65	54	49
1987.096063	54	49	53	75
1988.367489	53	75	54	55
1989.879348	54	55	57	14
1993.19334	57	14	71	10
1997.551216	71	10	66	39
2000.103424	66	39	90	44
2001.329748	10	56	10	62
2001.662573	10	62	14	49
2011.547108	14	49	29	42
2015.256715	29	42	42	15
2018.645492	42	15	55	8
2020.811889	55	8	46	31
2024.163245	46	31	46	84
2027.851032	46	84	58	99
2030.46291	58	99	62	89
2031.474653	62	89	77	100
2049.512449	28	0	48	10
2054.996589	52	90	60	66
2056.285546	60	66	55	69
2056.972665	40	34	45	31
2058.63334	45	31	60	48
2060.566777	60	48	88	34
2062.718148	88	34	100	100
2064.15725	0	0	12	66
2093.097159	100	0	95	58
2094.554093	5	42	3	45
2094.870637	95	58	97	55
2095.900958	97	55	100	100
2122.6406	0	0	70	25
2126.601793	30	75	36	69
2126.635626	70	25	64	31
2127.178707	64	31	69	31
2129.939867	31	69	25	89
2131.963625	25	89	53	76
2133.365137	53	76	53	71
2134.17008	47	29	67	36
2135.731459	67	36	71	29
2136.202433	29	71	44	50
2139.271348	56	50	53	65
2140.668296	53	65	44	62
2143.821824	44	62	55	64
2146.206891	55	64	88	84
2150.066146	12	16	10	12
2150.160542	90	88	91	93
2151.183766	91	93	89	97
2152.744753	89	97	65	96
2156.259654	65	96	57	52
2161.671518	57	52	62	34
2163.026836	62	34	68	8
2165.6434	68	8	72	27
2166.317533	72	27	84	12
2168.870312	16	88	48	92
2170.18012	52	8	77	32
2178.54556	77	32	72	42
2180.488959	72	42	80	83
2183.030558	80	83	89	59
2184.4166	89	59	88	56
2185.89564	88	56	91	53
2186.080165	9	47	16	35
2187.270845	84	65	83	45
2188.44999	17	55	26	29
2189.767955	74	71	76	74
2190.768287	76	74	79	69
2191.623957	21	31	21	7
2193.714827	21	7	32	24
2200.30473	32	24	22	16
2203.674076	22	16	33	4
2205.825976	33	4	29	39
2208.466596	29	39	32	74
2211.139647	32	74	68	84
2213.934229	68	84	65	71
2217.67067	65	71	49	52
2220.14207	49	52	74	11
2221.462793	26	89	33	84
2223.277443	67	16	63	4
2225.184725	63	4	50	19
2230.300741	50	19	60	1
2232.36898	60	1	75	18
2233.097607	25	82	34	90
2233.980336	75	18	66	10
2235.711475	34	90	36	88
2235.711475	66	10	64	12
2237.36046	64	12	66	10
2269.317794	32	85	74	82
2271.12237	26	18	44	6
2274.928838	44	6	66	16
2279.462838	34	84	43	93
2279.702462	66	16	57	7
2281.33757	43	93	74	66
2284.830423	26	34	6	47
2286.768089	6	47	26	59
2291.849695	26	59	21	31
2294.017914	21	31	26	13
2296.041321	26	13	20	33
2299.509195	20	33	27	72
2303.589254	27	72	44	77
2306.152744	44	77	67	92
2309.06224	33	8	40	19
2310.466763	60	81	52	77
2312.887861	52	77	54	69
2316.610801	54	69	71	75
2317.523012	71	75	73	91
2321.601107	73	91	59	74
2324.256492	59	74	67	0
2330.738407	67	0	44	18
2334.676965	44	18	19	39
2344.702123	19	39	29	10
2350.254642	29	10	38	36
2352.812282	38	36	37	66
2355.788245	37	66	48	77
2362.704793	48	77	57	76
2363.741043	43	24	47	31
2364.64639	57	76	53	69
2372.194029	53	69	72	39
2375.474307	72	39	76	50
2376.232558	76	50	77	48
2378.213065	23	52	26	86
2381.009111	26	86	28	89
2381.841578	72	11	84	11
2383.067984	84	11	92	19
2385.154581	92	19	92	54
2385.967282	8	46	20	83
2391.681874	80	17	70	55
2394.663727	70	55	91	97
2401.700504	91	97	91	90
2402.05583	9	10	14	8
2405.315239	86	92	77	91
2407.966146	77	91	68	78
2410.437193	68	78	90	90
2412.24553	90	90	74	91
2413.838621	74	91	74	76
2415.874981	74	76	71	47
2418.820128	71	47	100	100
2420.628212	23	51	19	94
2422.371457	19	94	26	92
2423.872536	81	6	74	8
2425.935048	74	8	75	20
2427.969319	75	20	82	48
2428.882998	82	48	100	100
2452.200151	17	40	89	40
2457.587275	11	60	31	25
2463.285004	31	25	48	46
2468.214169	48	46	55	41
2468.276851	45	59	60	11
2473.3906	40	89	49	69
2475.820157	49	69	56	83
2478.139425	56	83	61	71
2480.061114	61	71	71	31
2482.993899	71	31	89	33
2485.068992	89	33	84	19
2486.323193	16	81	42	47
2490.98501	42	47	45	50
2492.214394	55	50	35	37
2494.504109	35	37	66	17
2500.44035	66	17	79	20
2501.386218	21	80	29	68
2501.989337	79	20	71	32
2504.853979	71	32	76	49
2505.621182	76	49	76	38
2506.550231	24	62	31	71
2508.867498	31	71	17	82
2509.646623	69	29	83	18
2512.824736	83	18	90	20
2514.355303	90	20	85	65
2516.325073	18	45	15	35
2516.671965	85	65	82	55
2517.47892	17	49	18	45
2518.266565	83	51	71	100
2537.47071	29	0	28	14
2539.09046	28	14	27	6
2540.345604	27	6	20	12
2543.644801	20	12	12	47
2548.292535	12	47	62	38
2551.67031	62	38	58	38
2551.994445	38	62	42	62
2552.990262	42	62	44	55
2552.993519	56	45	50	53
2554.870473	50	47	56	27
2555.906412	56	27	51	15
2557.40669	51	15	74	5
2559.612892	74	5	81	5
2561.914075	81	5	91	10
2565.987043	9	90	13	81
2567.603935	87	19	74	58
2571.190723	74	58	75	84
2574.710561	75	84	64	68
2576.672376	64	68	71	49
2580.082771	71	49	79	60
2581.270219	79	60	84	40
2581.675305	16	60	23	50
2583.747454	77	50	76	9
2585.659762	24	91	14	100
2586.276061	76	9	86	0
2593.064947	86	0	79	35
2599.580639	21	65	47	84
2602.692699	53	16	43	0
2636.949887	58	100	61	88
2638.227006	61	88	58	98
2639.897734	58	98	32	75
2643.27976	32	75	30	32
2646.163238	30	32	43	4
2648.003386	43	4	70	9
2652.318084	70	9	74	7
2654.950067	74	7	66	27
2656.696736	66	27	78	23
2658.732432	22	77	30	94
2660.574641	30	94	27	83
2663.619196	27	83	42	92
2666.806932	42	92	54	71
2666.871051	58	8	46	29
2669.601013	54	71	54	37
2672.412277	54	37	73	18
2677.112871	73	18	67	39
2677.978714	67	39	69	16
2679.530436	31	84	34	95
2679.949192	69	16	66	5
2681.154064	34	95	72	93
2684.233895	72	93	86	97
2684.985444	28	7	14	3
2688.920807	86	97	93	65
2689.476035	14	3	7	35
2692.81818	93	65	88	61
2692.922371	7	35	12	39
2693.888621	88	61	0	0
2695.146381	9	41	10	48
2696.684807	10	48	12	39
2698.038015	12	39	35	5
2702.333364	35	5	59	22
2703.642374	41	78	51	58
2704.379263	59	22	49	42
2707.807926	49	42	56	51
2708.179145	44	49	22	19
2710.559142	70	90	78	81
2712.787475	78	81	86	53
2713.130304	86	53	90	54
2714.073528	10	46	17	44
2743.514241	17	44	88	44
2748.644331	12	56	31	37
2754.355698	31	37	44	47
2756.963166	44	47	45	73
2758.871504	45	73	63	94
2761.224766	63	94	100	100
1.410139	53	50	40	33
3.742816	40	33	62	26
5.579896	62	26	42	32
7.733851	42	32	59	35
9.633038	59	35	68	54
12.054887	68	54	89	79
15.784987	89	79	89	83
16.451763	11	21	11	17
17.221938	89	83	89	65
17.921669	11	35	12	0
36.900453	87	100	88	88
37.935308	12	12	19	17
38.311242	88	88	81	83
40.259477	81	83	78	63
43.554128	78	63	72	72
45.543184	72	72	79	85
48.616627	79	85	93	90
50.030716	93	90	93	47
50.569209	8	28	7	53
51.722568	93	47	100	100
53.068647	0	0	7	10
54.168533	88	34	100	100
55.087357	5	46	2	100
68.906465	92	0	87	14
69.422507	13	86	6	90
70.220801	87	14	94	10
70.516186	6	90	29	71
74.159213	71	29	73	90
78.58467	73	90	71	82
80.748342	71	82	67	54
85.024428	67	54	78	6
88.349881	78	6	90	19
91.577288	10	81	3	73
91.871042	90	19	97	27
93.476761	97	27	97	71
95.976553	97	71	89	59
97.348141	89	59	90	55
98.472543	90	55	100	100
120				
120				
131.43225	0	0	58	17
133.729217	58	17	48	7
133.978419	42	83	52	93
135.755062	48	7	75	31
139.398555	25	69	37	69
141.366548	37	69	45	57
142.636672	55	43	54	45
143.117987	45	57	46	55
143.953055	54	45	52	52
145.108129	52	52	30	49
145.458472	48	48	70	51
148.496135	30	49	16	53
149.344094	70	51	84	47
150.69806	16	53	24	66
152.602372	24	66	22	53
153.455765	22	53	66	88
158.743564	34	12	39	6
160.53741	61	94	64	89
161.667308	64	89	70	89
162.018348	36	11	30	11
163.944128	30	11	35	7
164.115333	65	93	76	89
166.248062	76	89	92	90
168.974036	92	90	88	47
170.790003	12	53	21	26
172.642901	79	74	93	89
177.752481	7	11	32	10
178.918458	68	90	85	93
180.560109	85	93	98	87
192.511848	100	100	10	87
195.175027	10	87	31	98
201.398103	31	98	3	83
345.432028	100	100	61	34
348.242265	39	66	29	48
348.629756	61	34	71	52
350.069893	29	48	45	52
351.652388	55	48	52	53
351.718665	45	52	48	47
352.299747	48	47	61	69
353.886113	39	31	82	51
357.098837	18	49	24	67
359.115335	24	67	23	71
359.708957	77	29	84	37
360				
362.000652	84	37	100	100
377.821129	16	50	26	65
381.29943	26	65	77	89
384.150378	77	89	82	100
395.482038	25	0	36	10
397.308217	36	10	31	5
398.035703	31	5	50	42
400.197403	50	58	31	55
403.83032	31	55	19	31
411.242119	19	31	69	28
414.380128	69	28	72	20
414.389019	31	72	28	80
415.412671	28	80	41	83
416.532068	59	17	65	22
418.469407	65	22	59	24
418.691438	35	78	41	76
419.779835	59	24	91	6
424.842413	91	6	94	3
425.186167	9	94	6	97
426.333407	6	97	27	100
451.635971	91	0	88	8
452.63831	88	8	90	5
454.946103	90	5	0	0
472.464091	7	99	5	56
476.200441	5	56	42	11
479.229044	58	89	46	79
479.625613	42	11	54	21
480.605806	46	79	85	100
494.312667	19	0	12	41
496.876108	12	41	10	44
501.149048	10	44	30	87
506.553355	30	87	79	64
510.585908	21	36	5	41
512.495178	5	41	40	4
515.873423	40	4	47	2
518.123459	47	2	48	3
518.612712	52	97	61	93
519.609743	39	7	79	8
526.856582	21	92	42	78
528.183524	58	22	59	11
529.871967	41	89	46	71
530.699103	54	29	58	38
532.105367	58	38	56	39
532.454123	56	39	62	35
533.201888	62	35	60	36
533.984317	60	36	58	31
534.791605	40	64	42	69
535.787985	42	69	45	66
536.638718	55	34	53	28
537.964543	53	28	38	3
541.857929	38	3	13	52
546.166535	13	52	65	10
549.816385	35	90	36	96
549.818534	65	10	64	4
550.761336	64	4	65	21
553.584164	65	21	67	20
554.628706	67	20	64	23
555.344045	64	23	56	22
556.371752	56	22	65	5
558.026049	65	5	80	13
559.353083	20	87	32	74
562.09235	32	74	37	38
565.221009	37	38	63	14
569.967408	63	14	70	34
570.685429	30	66	29	71
571.035282	70	34	71	29
573.402375	71	29	85	94
580.411078	15	6	19	7
580.553906	85	94	81	93
581.828371	19	7	22	0
596.287343	78	100	73	95
597.245949	73	95	66	82
599.262882	34	18	25	19
600.46459	25	19	30	18
602.335175	70	82	63	98
602.412593	30	18	37	2
607.180641	37	2	70	26
611.715103	30	74	50	30
618.944376	50	30	53	6
621.432613	53	6	73	37
621.998559	27	63	30	90
623.872976	30	90	35	69
625.780297	35	69	58	72
627.257792	58	72	69	93
629.715442	69	93	89	94
631.988783	89	94	0	0
633.102554	7	10	8	0
653.948468	93	100	84	94
657.036344	84	94	85	83
657.984276	15	17	26	13
659.843092	74	87	68	80
660.398	68	80	74	87
660.529508	26	13	32	20
661.889559	32	20	32	24
664.00749	68	76	68	80
777.087827	32	19	14	41
780.395214	14	41	18	35
781.987152	18	35	11	46
786.827305	11	46	47	12
789.172021	53	88	65	83
789.343714	47	12	35	17
792.120197	35	17	43	16
794.418732	43	16	44	16
797.734167	44	16	56	30
798.911585	44	70	48	79
799.845859	48	79	57	70
800.799172	57	70	62	65
802.172275	62	65	63	77
802.566942	38	35	37	23
803.90767	37	23	36	14
805.686466	36	14	45	15
806.939248	55	85	64	87
809.854203	64	87	63	84
810.964853	63	84	64	94
811.046599	37	16	36	6
812.462901	64	94	69	94
813.147063	31	6	53	11
814.472867	53	11	52	25
816.000579	52	25	54	46
816.964058	54	46	55	66
819.782053	55	66	79	89
824.108776	79	89	89	82
826.247576	89	82	100	100
853.855811	16	10	70	24
857.065597	30	76	13	56
863.039783	13	56	36	50
870.147128	36	50	33	24
873.254047	33	24	53	20
874.276001	47	80	48	80
874.831311	53	20	52	20
874.881265	48	80	62	78
875.860877	62	78	53	67
878.111119	53	67	61	36
880.570236	61	36	83	18
882.879136	83	18	100	0
883.082984	17	82	0	100
919.380817	100	0	93	45
921.054328	93	45	0	0
921.717284	100	100	7	55
923.896827	30	82	31	56
924.690452	69	44	75	12
928.227117	25	88	33	67
928.803762	67	33	71	7
931.276884	71	7	78	3
931.374485	29	93	22	97
934.605035	78	3	75	4
935.629835	75	4	84	3
936.910783	84	3	86	39
938.607349	14	61	21	69
940.548785	21	69	39	68
941.721114	39	68	50	95
944.916138	50	95	72	88
947.790642	28	12	27	5
948.084363	72	88	73	95
950.636569	27	5	28	17
952.35887	28	17	39	19
953.200227	39	19	14	60
957.54578	14	60	30	71
963.049534	30	71	30	47
965.228903	30	47	44	51
969.350328	44	51	40	86
972.146837	40	86	68	34
975.525863	68	34	0	0
983.722455	27	55	35	42
986.251424	35	42	56	31
986.967197	56	31	58	44
987.703546	42	56	45	56
988.493881	58	44	55	44
990.499288	45	56	42	56
1011.95111	57	37	66	33
1012.76991	66	33	64	21
1014.121614	64	21	54	25
1016.473266	54	25	55	51
1018.770329	55	51	59	60
1019.449299	59	60	52	49
1021.943223	52	49	77	21
1023.41868	77	21	92	34
1025.880728	92	34	88	39
1026.519933	12	61	16	59
1028.671848	84	41	82	53
1030.272911	82	53	100	100
1032.1162	13	44	12	38
1032.877626	12	38	61	3
1036.692462	61	3	59	10
1036.89222	41	90	33	100
1067.120803	35	100	26	93
1069.369288	26	93	29	70
1072.391071	29	70	34	30
1075.158187	34	30	60	24
1079.697462	60	24	70	26
1080				
1082.233069	70	26	78	29
1083.464557	22	71	18	83
1083.756564	78	29	82	17
1085.510752	18	83	60	89
1088.742336	40	11	46	0
1107.216692	57	100	63	88
1108.589833	63	88	52	91
1109.403856	52	91	74	84
1111.666715	26	16	29	11
1112.453904	74	84	71	89
1112.847345	29	11	35	25
1113.96835	65	75	61	59
1119.120829	39	41	53	56
1120.918741	47	44	46	50
1121.153423	53	56	54	50
1121.937608	46	50	43	48
1122.353354	54	50	57	52
1122.63808	43	48	48	57
1123.226084	57	52	52	43
1126.313337	48	57	54	48
1129.082125	54	48	45	53
1130.648644	45	53	46	15
1133.125543	46	15	59	2
1135.345399	59	2	81	5
1138.204728	81	5	84	11
1138.984288	19	95	16	89
1140.102959	16	89	26	89
1141.858383	26	89	40	63
1143.339011	60	37	73	22
1144.538473	73	22	72	24
1144.966779	27	78	28	76
1146.668417	72	24	73	26
1147.830071	27	74	32	26
1149.296677	32	26	34	13
1151.41936	66	87	67	67
1153.920444	67	67	68	64
1157.022157	32	36	36	80
1160.116215	36	80	52	54
1161.388217	48	46	44	45
1161.644845	52	54	56	55
1162.389016	44	45	48	46
1183.902617	49	57	42	23
1186.345568	42	23	60	16
1187.556758	60	16	70	24
1188.41841	70	24	77	10
1192.239082	77	10	81	10
1195.250376	81	10	80	13
1197.201522	80	13	80	17
1198.662737	80	17	95	10
1202.801648	95	10	92	29
1203.822637	8	71	8	61
1205.872201	92	39	94	29
1207.032006	94	29	100	100
1208.727389	4	63	18	72
1209.752486	18	72	23	58
1210.246818	82	28	77	42
1211.995281	23	58	34	70
1214.119792	66	30	44	35
1216.389261	44	35	75	20
1221.069113	75	20	73	49
1225.128401	73	49	84	90
1227.641974	16	10	9	5
1228.166085	84	90	91	95
1233.413173	91	95	83	88
1235.182731	83	88	71	67
1238.848568	71	67	88	89
1241.068053	88	89	96	87
1241.073321	12	11	4	13
1242.448653	96	87	92	45
1243.292483	8	55	30	33
1247.279602	70	67	76	59
1249.835667	76	59	87	36
1253.053923	87	36	100	100
1254.160107	0	0	13	64
1254.993061	9	41	31	26
1256.659713	31	26	33	23
1256.845088	69	74	67	77
1257.517549	67	77	74	77
1259.199239	74	77	86	91
1261.477153	86	91	88	70
1263.579051	88	70	97	78
1265.365495	97	78	93	66
1266.575908	5	48	7	34
1267.703293	7	34	22	3
1267.87537	93	66	78	97
1271.698624	22	3	58	33
1275.456372	42	67	54	87
1277.429889	54	87	39	84
1279.711093	39	84	50	20
1283.406139	50	20	65	13
1286.016741	65	13	74	27
1286.497419	26	73	28	61
1289.491337	72	39	72	58
1292.708205	72	58	93	39
1293.826035	7	61	0	0
1323.11745	0	0	65	26
1325.838181	35	74	37	74
1326.79322	65	26	63	26
1327.5243	63	26	68	45
1328.747016	68	45	72	30
1329.560264	28	70	10	47
1333.742786	10	47	29	18
1336.258181	29	18	36	30
1337.08315	36	30	39	7
1339.151001	39	7	44	31
1343.318721	44	31	45	8
1347.597434	55	92	61	78
1348.136336	39	22	31	47
1350.951139	31	47	35	93
1353.412899	35	93	54	89
1355.08576	46	11	40	3
1355.983969	40	3	88	0
1363.72628	16	100	27	58
1370.022881	27	58	50	53
1372.114511	50	47	38	29
1372.864814	50	53	62	71
1374.833948	62	71	84	92
1379.339153	84	92	80	74
1382.586199	80	74	85	64
1383.112183	15	36	16	23
1383.53035	85	64	84	77
1385.971901	84	77	89	95
1387.442849	89	95	98	73
1389.413765	98	73	93	61
1390.121316	7	39	30	0
1398.533605	82	100	84	89
1399.619245	84	89	80	97
1402.026735	80	97	75	81
1407.012087	25	19	7	20
1407.020659	75	81	93	80
1410.288574	93	80	96	87
1412.328489	96	87	75	70
1415.040197	75	70	78	66
1416.060402	78	66	73	50
1419.899163	27	50	24	42
1420.571066	76	58	72	76
1422.706136	72	76	83	76
1424.177588	83	76	86	63
1424.501075	14	37	16	41
1424.866888	86	63	84	59
1425.773303	16	41	31	24
1427.687734	69	76	74	85
1429.374828	74	85	91	86
1435.738875	9	14	5	14
1436.618609	91	86	95	86
1437.827077	95	86	75	80
1439.249974	7	33	20	19
1440.702698	20	19	25	20
1443.256561	75	80	75	76
1444.366205	75	76	79	85
1448.39566	79	85	92	86
1450.605604	8	14	42	6
1453.369174	58	94	68	68
1457.049168	68	68	70	56
1459.310583	70	56	73	38
1461.132781	73	38	79	38
1462.088878	21	62	10	67
1470.249868	90	33	93	12
1472.025229	7	88	12	67
1473.784352	88	33	82	34
1474.962829	18	66	18	65
1475.627375	82	34	82	35
1476.909278	82	35	100	100
1520.796554	0	0	67	33
1524.253616	67	33	70	40
1524.801593	30	60	40	58
1526.753049	60	42	69	54
1528.914984	31	46	53	46
1530.627576	47	54	45	76
1535.092707	45	76	36	36
1539.041308	36	36	46	33
1540.658126	46	33	58	3
1545.308962	58	3	43	15
1547.654419	43	15	30	20
1549.980077	30	20	43	17
1552.323654	43	17	74	37
1555.150217	26	63	27	95
1559.253664	27	95	54	58
1560				
1562.00365	46	42	33	41
1562.123156	54	58	67	59
1565.805131	67	59	61	57
1568.345269	61	57	71	23
1571.483435	71	23	73	33
1571.794291	27	67	13	71
1574.125953	87	29	90	14
1575.494861	90	14	100	100
1577.042878	5	78	3	64
1578.55007	3	64	16	57
1597.716107	16	57	75	61
1601.891854	75	61	82	90
1607.228718	18	10	33	14
1610.06175	33	14	46	28
1611.13105	54	72	69	64
1615.874138	69	64	57	51
1617.804809	57	51	57	21
1621.244556	57	21	51	46
1622.715105	51	46	54	24
1624.321135	54	24	97	69
1650.158976	100	100	31	20
1652.750852	31	20	31	39
1654.808024	31	39	45	45
1657.2091	45	45	69	88
1660.567602	69	88	76	61
1661.640299	76	61	72	70
1662.5219	28	30	32	28
1664.490328	32	28	66	3
1671.529269	66	3	44	19
1678.1785	44	19	50	17
1678.504951	56	81	50	83
1679.900677	50	83	64	64
1686.218248	64	64	76	93
1690.350233	76	93	78	78
1693.257443	78	78	93	68
1695.589511	93	68	100	100
1723.501464	10	41	63	27
1726.776999	63	27	74	43
1727.034584	37	73	26	57
1729.729517	26	57	8	53
1731.690034	8	53	21	26
1736.338148	21	26	52	26
1741.062393	52	26	62	43
1744.128138	62	43	57	48
1746.085414	57	48	78	26
1750.968021	22	74	25	62
1751.33624	78	26	75	38
1753.623827	75	38	74	48
1753.855266	26	52	23	45
1754.12495	77	55	73	59
1754.68574	27	41	22	44
1755.250822	22	44	30	51
1757.212557	70	49	72	98
1761.182267	72	98	50	98
1765.718462	50	98	66	75
1767.125031	34	25	30	19
1769.044546	30	19	11	29
1773.728045	11	29	59	0
1781.770825	38	100	41	68
1784.956005	41	68	41	27
1786.731253	41	27	55	27
1791.385372	55	27	71	53
1794.816084	71	53	84	78
1798.306222	84	78	92	96
1799.883643	92	96	94	55
1800.360709	6	45	10	93
1807.357946	90	7	94	10
1807.601214	10	93	6	90
1808.551383	94	10	100	100
1809.929663	7	89	0	83
1837.191044	100	0	94	36
1838.011349	6	64	0	0
1838.505231	94	36	100	100
1872.188796	0	0	63	25
1874.831858	63	25	68	25
1875.205242	37	75	32	75
1876.393683	68	25	64	22
1877.53521	36	78	24	84
1879.500383	24	84	8	52
1883.582316	8	52	23	16
1887.2443	23	16	38	24
1889.940922	38	24	62	50
1894.78456	62	50	72	87
1897.753036	72	87	90	58
1898.605959	10	38	10	42
1899.268749	10	42	0	12
1922.688309	100	100	78	45
1925.216845	78	45	100	100
1925.98812	94	51	100	100
1928.338165	0	0	22	55
1943.094355	28	70	8	55
1944.729973	8	55	35	42
1946.698673	35	42	36	41
1946.757539	64	59	66	60
1947.85069	34	40	11	7
1951.849734	11	7	54	4
1955.289448	46	96	40	88
1955.626973	54	4	60	12
1957.706749	60	12	64	23
1959.412433	36	77	48	36
1964.546411	48	36	63	55
1968.730486	63	55	71	75
1970.944149	71	75	88	78
1974.935731	88	78	80	66
1979.643964	80	66	82	59
1979.90301	18	41	18	39
1981.16055	18	39	18	41
1981.436815	82	61	87	74
1982.595995	13	26	36	46
1985.794469	36	46	47	43
1987.076244	47	43	47	48
1989.7431	47	48	52	50
1990.111508	53	52	48	50
1992.105829	52	50	49	45
1993.608844	49	45	82	83
1997.971233	82	83	87	49
1999.827954	87	49	79	55
2000.516201	13	51	21	45
2001.586689	79	55	78	57
2003.794689	78	57	76	57
2004.085248	21	45	24	43
2004.47936	76	57	68	64
2005.005489	24	43	32	36
2005.974353	32	36	39	11
2010.889832	39	11	60	56
2018.632992	60	56	68	77
2021.142727	68	77	64	94
2021.400316	36	6	34	5
2023.019253	34	5	0	0
2048.752989	67	80	74	82
2050.582458	74	82	95	51
2051.745013	5	49	2	29
2052.204352	95	51	98	71
2054.374866	2	29	0	23
2068.891421	100	100	93	58
2070.074834	7	42	27	61
2070.479881	93	58	73	39
2073.390603	73	39	77	97
2079.033467	77	97	92	83
2081.401154	92	83	89	77
2082.645182	10	32	11	23
2083.401033	89	77	89	81
2084.035637	11	23	11	19
2084.664403	89	81	93	86
2085.143791	7	14	22	2
2088.542092	78	98	87	93
2091.171794	87	93	86	92
2092.743471	14	8	13	0
2128.674755	86	100	91	91
2129.761464	91	91	92	96
2131.83575	92	96	95	95
2132.053548	8	4	5	5
2133.204457	95	95	88	55
2136.587085	12	45	61	81
2142.339134	61	81	64	71
2142.616602	64	71	69	70
2143.602166	31	30	37	19
2147.592799	63	81	62	83
2148.253747	37	19	38	17
2149.690688	62	83	63	90
2150.651583	38	17	37	10
2152.217329	63	90	51	80
2152.691204	37	10	49	20
2155.520671	49	20	67	22
2157.968219	67	22	92	24
2160				
2160.952594	8	76	1	65
2163.406631	92	24	99	35
2165.177328	99	35	93	59
2166.927287	8	50	7	41
2167.902926	7	41	33	28
2170.303678	33	28	22	16
2170.402977	67	72	78	84
2175.550817	78	84	88	91
2177.089602	12	9	9	8
2177.49548	88	91	91	92
2179.954083	91	92	93	70
2182.186657	7	30	4	24
2183.26647	4	24	5	24
2184.408633	95	76	90	74
2185.408309	90	74	93	48
2186.285778	7	52	5	59
2187.319668	95	41	96	11
2193.857731	4	89	32	90
2198.798127	32	90	32	74
2199.111315	68	10	68	26
2200.550154	68	26	68	38
2202.655143	68	38	74	62
2206.202032	74	62	100	100
2207.537489	14	48	0	62
2229.164265	100	0	95	46
2230.362957	5	54	31	66
2232.346116	31	66	30	74
2234.035292	70	26	73	25
2234.298438	27	75	23	78
2238.346158	23	78	23	67
2240.669692	77	33	80	58
2242.725752	20	42	19	46
2243.484841	81	54	100	100
2245.404732	15	46	23	65
2246.468725	23	65	33	78
2249.210983	33	78	56	35
2255.389516	56	35	46	8
2257.957049	46	8	33	26
2260.611463	33	26	32	46
2262.814913	32	46	45	52
2266.455401	45	52	44	21
2269.785621	44	21	29	48
2271.413338	29	48	36	25
2273.440236	36	25	46	20
2275.513659	46	20	67	4
2278.494443	67	4	67	3
2279.842138	67	3	42	14
2283.714742	42	14	31	44
2286.460899	31	44	38	77
2290.471091	38	77	98	73
2306.167891	100	100	30	39
2310.908433	30	39	60	20
2316.561993	60	20	70	12
2320.16268	70	12	70	26
2322.805896	70	26	94	76
2325.099611	94	76	91	60
2325.745287	9	40	33	6
2328.999198	67	94	60	90
2329.390099	33	6	40	10
2330.152129	60	90	75	100
2355.617451	25	0	39	5
2357.515124	39	5	41	3
2357.940291	59	97	71	99
2360.282977	29	1	19	6
2360.657242	71	99	81	94
2362.134555	19	6	38	0
2371.286301	54	100	34	66
2373.640924	34	66	43	24
2379.404987	43	24	59	30
2381.354227	59	30	64	64
2386.410742	64	64	77	51
2388.218883	77	51	83	44
2389.667051	17	56	15	49
2390.125072	83	44	85	51
2391.407338	15	49	38	4
2393.808439	62	96	90	94
2396.572732	10	6	15	0
2413.210098	81	100	78	96
2413.863016	78	96	82	99
2415.892302	82	99	70	87
2417.50264	70	87	56	77
2419.576738	56	77	71	88
2422.495038	71	88	79	98
2424.729528	21	2	22	0
2425.226746	79	98	78	100
2439.181301	78	100	77	83
2441.292645	77	83	81	91
2441.627137	19	9	20	0
2449.002926	83	100	81	83
2449.673715	81	83	89	95
2453.201948	11	5	2	7
2453.946047	89	95	98	93
2456.373152	2	7	7	0
2460.482394	92	100	78	90
2462.677315	78	90	83	69
2466.876342	83	69	89	77
2466.913605	17	31	11	23
2468.413702	89	77	100	100
2470.483975	0	0	11	23
2486.997646	15	46	65	24
2490.551905	65	24	71	44
